Company,Revenues ($M),Profits ($M),Assets ($M),Employees,Sector,Industry,City,State
Vectren,"$2,657 ",$216.00 ,"$6,239 ","5,500",Energy,Utilities: Gas and Electric,Evansville,IN
Trimble,"$2,654 ",$121.10 ,"$4,298 ","9,523",Technology,"Scientific,Photographic and  Control Equipment",Sunnyvale,CA
NOW,"$2,648 ",($52.00),"$1,749 ","4,463",Wholesalers,Wholesalers: Diversified,Houston,TX
Spirit Airlines,"$2,648 ",$420.60 ,"$4,144 ","6,100",Transportation,Airlines,Miramar,FL
ASGN,"$2,626 ",$157.70 ,"$1,810 ","3,800",Business Services,Temporary Help,Calabasas,CA
Lincoln Electric Holdings,"$2,624 ",$247.50 ,"$2,407 ","11,000",Industrials,Industrial Machinery,Cleveland,OH
Prologis,"$2,618 ","$1,652.30 ","$29,481 ","1,565",Financials,Real estate,SF,CA
Range Resources,"$2,611 ",$333.10 ,"$11,729 ",773,Energy,"Mining, Crude-Oil Production",Fort Worth,TX
Teledyne Technologies,"$2,604 ",$227.20 ,"$3,846 ","10,340",Aerospace &  Defense,Aerospace and Defense,Thousand Oaks,CA
Vishay Intertechnology,"$2,604 ",($20.30),"$3,459 ","23,000",Technology,Semiconductors and Other Electronic Components,Malvern,PA
Boston Properties,"$2,602 ",$462.40 ,"$19,372 ",740,Financials,Real estate,Boston,MA
Applied Industrial Technologies,"$2,594 ",$133.90 ,"$1,388 ","5,554",Wholesalers,Wholesalers: Diversified,Cleveland,OH
Graham Holdings,"$2,592 ",$302.00 ,"$4,938 ","16,153",Business Services,Education,Arlington,VA
Amica Mutual Insurance,"$2,590 ",$96.10 ,"$6,355 ","3,693",Financials,Insurance: Property and Casualty (Mutual),Lincoln,RI
Concho Resources,"$2,586 ",$956.00 ,"$13,732 ","1,203",Energy,"Mining, Crude-Oil Production",Midland,TX
ITT,"$2,585 ",$113.50 ,"$3,700 ","10,000",Industrials,Industrial Machinery,White Plains,NY
Kansas City Southern,"$2,583 ",$962.00 ,"$9,199 ","7,130",Transportation,Railroads,KCMO,MO
MDC Holdings,"$2,578 ",$141.80 ,"$2,780 ","1,491",Engineering &  Construction,Homebuilders,Denver,CO
Evergy,"$2,571 ",$323.90 ,"$11,624 ","2,205",Energy,Utilities: Gas and Electric,Topeka,KS
Pinnacle Entertainment,"$2,562 ",$63.10 ,"$3,950 ","15,377","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV
Hawaiian Electric Industries,"$2,556 ",$165.30 ,"$13,100 ","3,880",Energy,Utilities: Gas and Electric,Honolulu,HI
TEGNA,"$2,550 ",$273.70 ,"$4,962 ","5,283",Media,Entertainment,McLean,VA
Southwest Gas Holdings,"$2,549 ",$193.80 ,"$6,237 ","7,771",Energy,Utilities: Gas and Electric,Las Vegas,NV
Vista Outdoor,"$2,547 ",($274.50),"$2,977 ","6,400",Household Products,Miscellaneous,Farmington,UT
Bon-Ton Stores,"$2,541 ",($90.70),"$1,587 ","23,300",Retailing,General Merchandisers,York,PA
Super Micro Computer,"$2,530 ",$69.30 ,"$1,489 ","2,699",Technology,"Computers, Office Equipment",San Jose,CA
Plexus,"$2,528 ",$112.10 ,"$1,976 ","16,000",Technology,Semiconductors and Other Electronic Components,Neenah,WI
TrueBlue,"$2,509 ",$55.50 ,"$1,109 ","5,500",Business Services,Temporary Help,Tacoma,WA
Magellan Midstream Partners,"$2,508 ",$869.50 ,"$7,394 ","1,802",Energy,Pipelines,Tulsa,OK
Toro,"$2,505 ",$267.70 ,"$1,494 ","6,779",Industrials,Construction and Farm Machinery,Bloomington,MN
Akamai Technologies,"$2,503 ",$218.30 ,"$4,603 ","7,650",Technology,Internet Services and Retailing,Cambridge,MA
Moog,"$2,498 ",$141.30 ,"$3,091 ","10,675",Aerospace &  Defense,Aerospace and Defense,Elma Center,NY
Vertex Pharmaceuticals,"$2,489 ",$263.50 ,"$3,546 ","2,300",Health Care,Pharmaceuticals,Boston,MA
Equity Residential,"$2,471 ",$603.50 ,"$20,571 ","2,683",Financials,Real estate,Chicago,IL
Selective Insurance Group,"$2,470 ",$168.80 ,"$7,686 ","2,260",Financials,Insurance: Property and Casualty (Stock),Branchville,NJ
AptarGroup,"$2,469 ",$220.00 ,"$3,138 ","13,200",Materials,"Packaging, Containers",Crystal Lake,IL
Benchmark Electronics,"$2,467 ",($32.00),"$2,097 ","10,600",Technology,Semiconductors and Other Electronic Components,Scottsdale,AZ
Columbia Sportswear,"$2,466 ",$105.10 ,"$2,213 ","6,188",Apparel,Apparel,Portland,OR
A. Schulman,"$2,461 ",$33.00 ,"$1,754 ","4,900",Chemicals,Chemicals,Fairlawn,OH
Verso,"$2,461 ",($30.00),"$1,732 ","4,200",Materials,Forest and Paper Products,Miamisburg,OH
Digital Realty Trust,"$2,458 ",$248.30 ,"$21,404 ","1,429",Financials,Real estate,SF,CA
GNC Holdings,"$2,453 ",($148.90),"$1,517 ","11,500",Food &  Drug Stores,Food and Drug Stores,Pittsburgh,PA
E*Trade Financial,"$2,452 ",$614.00 ,"$63,365 ","3,607",Financials,Securities,New York,NY
Hovnanian Enterprises,"$2,452 ",($332.20),"$1,901 ","1,905",Engineering &  Construction,Homebuilders,Red Bank,NJ
Maximus,"$2,451 ",$209.40 ,"$1,351 ","20,400",Technology,Information Technology Services,Reston,VA
Twitter,"$2,443 ",($108.10),"$7,413 ","3,372",Technology,Internet Services and Retailing,SF,CA
Par Pacific Holdings,"$2,443 ",$72.60 ,"$1,347 ",905,Energy,Petroleum Refining,Houston,TX
Parexel International,"$2,442 ",$107.30 ,"$2,313 ","18,900",Health Care,Health Care: Pharmacy and Other Services,Waltham,MA
RH,"$2,440 ",$2.20 ,"$1,733 ","4,750",Retailing,Specialty Retailers: Other,Corte Madera,CA
Nexstar Media Group,"$2,432 ",$475.00 ,"$7,482 ","8,737",Media,Entertainment,Irving,TX
Knight-Swift Transportation Holdings,"$2,426 ",$484.30 ,"$7,683 ","25,300",Transportation,"Trucking, Truck Leasing",Phoenix,AZ
Red Hat,"$2,412 ",$253.70 ,"$4,535 ","10,500",Technology,Computer Software,Raleigh,NC
Belden,"$2,389 ",$93.20 ,"$3,841 ","8,800",Industrials,"Electronics, Electrical Equip.",St. Louis,MO
Boyd Gaming,"$2,384 ",$189.20 ,"$4,686 ","19,707","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV
Primoris Services,"$2,380 ",$72.40 ,"$1,256 ","7,102",Engineering &  Construction,"Engineering, Construction",Dallas,TX
Gardner Denver,"$2,375 ",$18.40 ,"$4,621 ","6,400",Industrials,Industrial Machinery,Milwaukee,WI
Donaldson,"$2,372 ",$232.80 ,"$1,980 ","13,200",Industrials,Industrial Machinery,Minneapolis,MN
Party City Holdco,"$2,372 ",$215.30 ,"$3,455 ","14,600",Retailing,Specialty Retailers: Other,Elmsford,NY
J.Crew Group,"$2,370 ",($125.00),"$1,201 ","8,950",Retailing,Specialty Retailers: Apparel,New York,NY
EnerSys,"$2,367 ",$160.20 ,"$2,293 ","9,400",Industrials,"Electronics, Electrical Equip.",Reading,PA
Guess,"$2,364 ",($7.90),"$1,656 ","14,700",Retailing,Specialty Retailers: Apparel,Los Angeles,CA
Patterson-UTI Energy,"$2,357 ",$5.90 ,"$5,759 ","8,000",Energy,"Oil and Gas Equipment, Services",Houston,TX
WGL Holdings,"$2,355 ",$192.60 ,"$6,626 ","1,586",Energy,Energy,Leavenworth,WA
Wolverine World Wide,"$2,350 ",$0.30 ,"$2,399 ","3,700",Apparel,Apparel,Rockford,MI
Xilinx,"$2,349 ",$622.50 ,"$4,741 ","3,831",Technology,Semiconductors and Other Electronic Components,San Jose,CA
Vornado Realty Trust,"$2,345 ",$227.40 ,"$17,398 ","3,989",Financials,Real estate,New York,NY
Middleby,"$2,336 ",$298.10 ,"$3,340 ","8,493",Industrials,Industrial Machinery,Elgin,IL
MPM Holdings,"$2,331 ",$0.00 ,"$2,717 ","5,200",Chemicals,Chemicals,Waterford,NY
Cleveland-Cliffs,"$2,330.20 ",$367.00 ,"$2,953.40 ",2938,Energy,"Mining, Crude-Oil Production",Cleveland,OH
GGP,"$2,328 ",$657.30 ,"$23,350 ","1,700",Financials,Real estate,Chicago,IL
Cypress Semiconductor,"$2,328 ",($80.90),"$3,537 ","6,099",Technology,Semiconductors and Other Electronic Components,San Jose,CA
Arch Coal,"$2,325 ",$238.50 ,"$1,980 ","3,790",Energy,"Mining, Crude-Oil Production",St. Louis,MO
GMS,"$2,319 ",$48.90 ,"$1,393 ","4,464",Wholesalers,Wholesalers: Diversified,Tucker,GA
Waters,"$2,309 ",$20.30 ,"$5,340 ","7,000",Technology,"Scientific,Photographic and  Control Equipment",Milford,MA
H.B. Fuller,"$2,306 ",$58.20 ,"$4,361 ","5,965",Chemicals,Chemicals,St Paul,MN
Affiliated Managers Group,"$2,305 ",$689.50 ,"$8,702 ","4,400",Financials,Securities,West Palm Beach,FL
PerkinElmer,"$2,301 ",$292.60 ,"$6,092 ","11,000",Technology,"Scientific,Photographic and  Control Equipment",Waltham,MA
Edgewell Personal Care,"$2,298 ",$5.70 ,"$4,189 ","6,000",Household Products,Household and Personal Products,Chesterfield,MO
Maxim Integrated Products,"$2,296 ",$571.60 ,"$4,570 ","7,040",Technology,Semiconductors and Other Electronic Components,San Jose,CA
Knights of Columbus,"$2,290 ",$108.10 ,"$24,954 ",926,Financials,"Insurance: Life, Health (Mutual)",New Haven,CT
IDEX,"$2,287 ",$337.30 ,"$3,400 ","7,167",Industrials,Industrial Machinery,Lake Forest,IL
DST Systems,"$2,284 ",$451.50 ,"$2,938 ","14,200",Business Services,Financial Data Services,KCMO,MO
Chicos FAS,"$2,282 ",$101.00 ,"$1,088 ","12,350",Retailing,Specialty Retailers: Apparel,Fort Myers,FL
Nu Skin Enterprises,"$2,279 ",$129.40 ,"$1,590 ","48,700",Household Products,Household and Personal Products,Provo,UT
Herman Miller,"$2,278 ",$123.90 ,"$1,306 ","7,478",Household Products,"Home Equipment, Furnishings",Zeeland,MI
NLV Financial,"$2,275 ",$259.90 ,"$30,209 ","1,065",Financials,"Insurance: Life, Health (stock)",Montpelier,VT
Curtiss-Wright,"$2,271 ",$214.90 ,"$3,236 ","8,600",Aerospace &  Defense,Aerospace and Defense,Charlotte,NC
New Jersey Resources,"$2,269 ",$132.10 ,"$3,929 ","1,052",Energy,Energy,Wall Township,NJ
REV Group,"$2,268 ",$31.40 ,"$1,254 ","7,800",Motor Vehicles &  Parts,Motor Vehicles and Parts,Milwaukee,WI
Mueller Industries,"$2,266 ",$85.60 ,"$1,320 ","4,125",Industrials,Industrial Machinery,Memphis,TN
GEO Group,"$2,263 ",$146.20 ,"$4,227 ","18,512",Business Services,Miscellaneous,Boca Raton,FL
Allison Transmission Holdings,"$2,262 ",$504.00 ,"$4,205 ","2,700",Motor Vehicles &  Parts,Motor Vehicles and Parts,Indianapolis,IN
OGE Energy,"$2,261 ",$619.00 ,"$10,413 ","2,413",Energy,Utilities: Gas and Electric,Oklahoma City,OK
Cheesecake Factory,"$2,261 ",$157.40 ,"$1,333 ","39,100","Hotels, Restaurants &  Leisure",Food Services,Calabasas,CA
PRA Health Sciences,"$2,259 ",$86.90 ,"$3,358 ","15,800",Technology,"Scientific,Photographic and  Control Equipment",Raleigh,NC
Tupperware Brands,"$2,255.80 ",($265.40),"$1,388 ",12000,Household Products,Household and Personal Products,Orlando,FL
Euronet Worldwide,"$2,252 ",$156.80 ,"$3,140 ","6,600",Business Services,Financial Data Services,Leawood,KS
FLEETCOR Technologies,"$2,250 ",$740.20 ,"$11,318 ","7,890",Business Services,Financial Data Services,Norcross,GA
Nationstar Mortgage Holdings,"$2,247 ",$30.00 ,"$18,036 ","7,600",Financials,Diversified Financials,Coppell,TX
GoDaddy,"$2,232 ",$136.40 ,"$5,738 ","5,990",Technology,Internet Services and Retailing,Scottsdale,AZ
Blackhawk Network Holdings,"$2,232 ",($155.80),"$4,140 ","3,190",Business Services,Financial Data Services,Pleasanton,CA
Cboe Global Markets,"$2,229 ",$401.70 ,"$5,266 ",889,Financials,Securities,Chicago,IL
Snyders-Lance,"$2,227 ",$148.50 ,"$3,618 ","5,900","Food, Beverages &  Tobacco",Food Consumer Products,Charlotte,NC
Murphy Oil,"$2,226 ",($311.80),"$9,861 ","1,128",Energy,"Mining, Crude-Oil Production",El Dorado,AR
CDK Global,"$2,220 ",$295.60 ,"$2,883 ","8,900",Technology,Computer Software,Hoffman Estates,IL
Texas Roadhouse,"$2,220 ",$131.50 ,"$1,331 ","29,524","Hotels, Restaurants &  Leisure",Food Services,Louisville,KY
Kirby,"$2,214 ",$313.20 ,"$5,127 ","5,775",Transportation,Shipping,Houston,TX
Square,"$2,214 ",($62.80),"$2,187 ","2,338",Business Services,Financial Data Services,SF,CA
Genesee & Wyoming,"$2,208 ",$549.10 ,"$8,035 ","8,000",Transportation,Railroads,Darien,CT
Zayo Group Holdings,"$2,200 ",$85.70 ,"$8,739 ","3,794",Telecommunications,Telecommunications,Boulder,CO
NewMarket,"$2,198 ",$190.50 ,"$1,712 ","2,223",Chemicals,Chemicals,Richmond,VA
99 Cents Only Stores,"$2,194 ",($90.30),"$1,537 ","17,200",Retailing,Specialty Retailers: Other,Commerce,CA
PCM,"$2,193 ",$3.10 ,$740 ,"4,118",Wholesalers,Wholesalers: Electronics and Office Equipment,El Segundo,CA
Federated Mutual Insurance,"$2,181 ",$217.60 ,"$7,630 ","2,388",Financials,Insurance: Property and Casualty (Mutual),Owatonna,MN
HNI,"$2,176 ",$89.80 ,"$1,392 ","9,350",Household Products,"Home Equipment, Furnishings",Muscatine,IA
Hospitality Properties Trust,"$2,172 ",$215.10 ,"$7,150 ",450,Financials,Real estate,Newton,MA
Greenbrier Cos.,"$2,169 ",$116.10 ,"$2,398 ","11,917",Transportation,Transportation Equipment,Lake Oswego,OR
Bio-Rad Laboratories,"$2,160 ",$122.20 ,"$4,273 ","8,150",Health Care,"Scientific,Photographic and  Control Equipment",Hercules,CA
AvalonBay Communities,"$2,159 ",$876.90 ,"$18,415 ","3,123",Financials,Real estate,Arlington,VA
Renewable Energy Group,"$2,158 ",($79.10),"$10,056 ",853,Energy,Energy,Ames,IA
Atlas Air Worldwide Holdings,"$2,157 ",$223.50 ,"$4,956 ","2,870",Transportation,Transportation and Logistics,Harrison,NY
Teradata,"$2,156 ",($67.00),"$2,556 ","10,615",Technology,Information Technology Services,Dayton,OH
LCI Industries,"$2,148 ",$132.90 ,$946 ,"9,852",Motor Vehicles &  Parts,Motor Vehicles and Parts,Elkhart,IN
Teleflex,"$2,146 ",$152.50 ,"$6,182 ","14,400",Health Care,Medical Products and Equipment,Wayne,PA
Verisk Analytics,"$2,145 ",$555.10 ,"$6,020 ","7,192",Business Services,Financial Data Services,Jersey City,NJ
Popular,"$2,145 ",$107.70 ,"$44,277 ","7,784",Financials,Commercial Banks,Hato Rey,Puerto Rico
Workday,"$2,143 ",($321.20),"$4,947 ","8,200",Technology,Computer Software,Pleasanton,CA
Cooper Cos.,"$2,139 ",$372.90 ,"$4,859 ","11,800",Health Care,Medical Products and Equipment,Pleasanton,CA
Express,"$2,138 ",$19.40 ,"$1,188 ","9,576",Retailing,Specialty Retailers: Apparel,Columbus,OH
Teradyne,"$2,137 ",$257.70 ,"$3,110 ","4,500",Technology,Semiconductors and Other Electronic Components,North Reading,MA
Werner Enterprises,"$2,117 ",$202.90 ,"$1,808 ","12,154",Transportation,"Trucking, Truck Leasing",Omaha,NE
Oaktree Capital Group,"$2,100 ",$231.50 ,"$9,015 ",930,Financials,Securities,Los Angeles,CA
Woodward,"$2,099 ",$200.50 ,"$2,757 ","6,829",Aerospace &  Defense,Aerospace and Defense,Fort Collins,CO
F5 Networks,"$2,090 ",$420.80 ,"$2,481 ","4,366",Technology,Network and Other Communications Equipment,Seattle,WA
Valvoline,"$2,084 ",$304.00 ,"$1,915 ","5,600",Chemicals,Chemicals,Lexington,KY
Roadrunner Transportation Systems,"$2,082 ",($106.70),$863 ,"4,645",Transportation,"Trucking, Truck Leasing",Downers Grove,IL
SemGroup,"$2,082 ",($17.20),"$5,377 ","1,220",Energy,Pipelines,Tulsa,OK
Catalent,"$2,075 ",$109.80 ,"$3,454 ","10,800",Health Care,Pharmaceuticals,Franklin Township,NJ
Quorum Health,"$2,072 ",($114.20),"$1,829 ","11,250",Health Care,Health Care: Medical Facilities,Brentwood,TN
Universal,"$2,071 ",$106.30 ,"$2,123 ","24,000","Food, Beverages &  Tobacco",Tobacco,Richmond,VA
Nordson,"$2,067 ",$295.80 ,"$3,415 ","7,532",Industrials,Industrial Machinery,Westlake,OH
ResMed,"$2,067 ",$342.30 ,"$3,469 ","6,080",Health Care,Medical Products and Equipment,San Diego,CA
Tower International,"$2,066 ",$47.60 ,"$1,260 ","7,600",Motor Vehicles &  Parts,Motor Vehicles and Parts,Livonia,MI
Freds,"$2,064 ",($140.30),$655 ,"7,324",Food &  Drug Stores,Food and Drug Stores,Memphis,TN
Foundation Building Materials,"$2,061 ",$82.50 ,"$1,354 ","3,782",Wholesalers,Wholesalers: Diversified,Tustin,CA
Kennametal,"$2,058 ",$49.10 ,"$2,416 ","10,744",Industrials,Industrial Machinery,Pittsburgh,PA
Autodesk,"$2,057 ",($566.90),"$4,114 ","8,800",Technology,Computer Software,San Rafael,CA
Ply Gem Holdings,"$2,056 ",$68.30 ,"$1,320 ","9,471",Materials,"Building Materials, Glass",Cary,NC
Central Garden & Pet,"$2,055 ",$78.80 ,"$1,307 ","4,050",Household Products,Household and Personal Products,Walnut Creek,CA
Matson,"$2,047 ",$232.00 ,"$2,248 ","1,947",Transportation,Shipping,Honolulu,HI
EchoStar,"$2,039 ",$392.60 ,"$8,750 ","2,100",Technology,Network and Other Communications Equipment,Englewood,CO
Genesis Energy,"$2,028 ",$82.60 ,"$7,138 ","2,100",Energy,Pipelines,Houston,TX
SVB Financial Group,"$2,022 ",$490.50 ,"$51,215 ","2,438",Financials,Commercial Banks,Santa Clara,CA
Itron,"$2,018 ",$57.30 ,"$2,106 ","7,150",Industrials,"Electronics, Electrical Equip.",Liberty Lake,WA
Portland General Electric,"$2,009 ",$187.00 ,"$7,838 ","2,906",Energy,Utilities: Gas and Electric,Portland,OR
California Resources,"$2,006 ",($266.00),"$6,207 ","1,450",Energy,"Mining, Crude-Oil Production",Los Angeles,CA
Esterline Technologies,"$2,005 ",$111.60 ,"$3,120 ","13,255",Aerospace &  Defense,Aerospace and Defense,Bellevue,WA
Delta Tucker Holdings,"$2,004 ",$30.60 ,$736 ,"8,800",Aerospace &  Defense,Aerospace and Defense,McLean,VA
AMN Healthcare Services,"$1,989 ",$132.60 ,"$1,254 ","2,980",Health Care,Health Care: Pharmacy and Other Services,San Diego,CA
Griffon,"$1,986 ",$14.90 ,"$1,874 ","4,700",Materials,"Building Materials, Glass",New York,NY
Valhi,"$1,980 ",$207.50 ,"$2,908 ","2,790",Chemicals,Chemicals,Dallas,TX
Hexcel,"$1,973 ",$284.00 ,"$2,781 ","6,259",Aerospace &  Defense,Aerospace and Defense,Stamford,CT
IDEXX Laboratories,"$1,969 ",$263.10 ,"$1,713 ","7,600",Health Care,Medical Products and Equipment,Westbrook,ME
Deluxe,"$1,966 ",$230.20 ,"$2,209 ","5,886",Media,"Publishing, Printing",Shoreview,MN
M/I Homes,"$1,962.00 ",$72.10 ,"$1,864.80 ",1238,Engineering &  Construction,Homebuilders,Columbus,OH
Kraton,"$1,960 ",$97.50 ,"$2,933 ","1,931",Chemicals,Chemicals,Houston,TX
Stewart Information Services,"$1,956 ",$48.70 ,"$1,406 ","5,960",Financials,Insurance: Property and Casualty (Stock),Houston,TX
Marriott Vacations Worldwide,"$1,952 ",$226.80 ,"$2,906 ","11,000","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Orlando,FL
SPX FLOW,"$1,952 ",$46.40 ,"$2,689 ","7,000",Industrials,Industrial Machinery,Charlotte,NC
ACCO Brands,"$1,949 ",$131.70 ,"$2,799 ","6,620",Household Products,"Home Equipment, Furnishings",Lake Zurich,IL
Echo Global Logistics,"$1,943 ",$12.60 ,$838 ,"2,453",Transportation,Transportation and Logistics,Chicago,IL
Cadence Design Systems,"$1,943 ",$204.10 ,"$2,419 ","7,214",Technology,Computer Software,San Jose,CA
Nuance Communications,"$1,939 ",($151.00),"$5,932 ","11,600",Technology,Computer Software,Burlington,MA
Finish Line,"$1,934 ",($18.20),$747 ,"8,200",Retailing,Specialty Retailers: Apparel,Indianapolis,IN
TransUnion,"$1,934 ",$441.20 ,"$5,119 ","5,100",Business Services,Financial Data Services,Chicago,IL
ServiceNow,"$1,933 ",($149.10),"$3,398 ","6,222",Technology,Computer Software,Santa Clara,CA
Summit Materials,"$1,933 ",$121.80 ,"$3,787 ","6,000",Materials,"Building Materials, Glass",Denver,CO
Engility Holdings,"$1,932 ",($35.20),"$2,026 ","8,700",Aerospace &  Defense,Aerospace and Defense,Chantilly,VA
Ferrellgas Partners,"$1,930 ",($54.20),"$1,610 ","3,891",Energy,Energy,Overland Park,KS
Interactive Brokers Group,"$1,927 ",$76.00 ,"$61,162 ","1,228",Financials,Securities,Greenwich,CT
Stepan,"$1,925 ",$91.60 ,"$1,471 ","2,096",Chemicals,Chemicals,Northfield,IL
Oceaneering International,"$1,922 ",$166.40 ,"$3,024 ","8,200",Energy,"Oil and Gas Equipment, Services",Houston,TX
Cimarex Energy,"$1,918 ",$494.30 ,"$5,043 ",910,Energy,"Mining, Crude-Oil Production",Denver,CO
Rexnord,"$1,918 ",$74.10 ,"$3,539 ","8,000",Industrials,Industrial Machinery,Milwaukee,WI
Beazer Homes USA,"$1,916 ",$31.80 ,"$2,221 ","1,100",Engineering &  Construction,Homebuilders,Atlanta,GA
MKS Instruments,"$1,916 ",$339.10 ,"$2,414 ","4,923",Technology,Semiconductors and Other Electronic Components,Andover,MA
Vail Resorts,"$1,907 ",$210.60 ,"$4,111 ","20,150","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Broomfield,CO
Ohio National Mutual,"$1,907 ",$25.90 ,"$41,843 ","1,300",Financials,"Insurance: Life, Health (stock)",Cincinnati,OH
TopBuild,"$1,906 ",$158.10 ,"$1,750 ","8,400",Engineering &  Construction,"Engineering, Construction",Daytona Beach,FL
Brown & Brown,"$1,881 ",$399.60 ,"$5,748 ","8,491",Financials,Insurance: Property and Casualty (Stock),Daytona Beach,FL
Aerojet Rocketdyne Holdings,"$1,877 ",($9.20),"$2,259 ","5,157",Aerospace &  Defense,Aerospace and Defense,El Segundo,CA
Barnes & Noble Education,"$1,874 ",$5.40 ,"$1,300 ","13,375",Retailing,Specialty Retailers: Other,Bernards,NJ
Superior Energy Services,"$1,874 ",($205.90),"$3,110 ","6,400",Energy,"Oil and Gas Equipment, Services",Houston,TX
VeriFone Systems,"$1,871 ",($173.80),"$2,322 ","5,600",Technology,Financial Data Services,San Jose,CA
Childrens Place,"$1,870 ",$84.70 ,$940 ,"9,800",Retailing,Specialty Retailers: Apparel,Secaucus,NJ
Tribune Media,"$1,867 ",$194.10 ,"$8,169 ","6,000",Media,Entertainment,Chicago,IL
Healthcare Services Group,"$1,866 ",$88.20 ,$676 ,"55,000",Health Care,Health Care: Pharmacy and Other Services,Bensalem,PA
SiteOne Landscape Supply,"$1,862 ",$54.60 ,$911 ,"3,664",Wholesalers,Wholesalers: Diversified,Roswell,GA
Charles River Laboratories Intl,"$1,858 ",$123.40 ,"$2,930 ","11,800",Health Care,Health Care: Pharmacy and Other Services,Wilmington,MA
CoreLogic,"$1,851 ",$152.20 ,"$4,077 ","5,900",Business Services,Financial Data Services,Irvine,CA
Ensign Group,"$1,849 ",$40.50 ,"$1,102 ","21,301",Health Care,Health Care: Medical Facilities,Mission Viejo,CA
HCP,"$1,848 ",$414.20 ,"$14,089 ",190,Financials,Real estate,Irvine,CA
